"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","firstInterv_date","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","horasLat","minLat","segLat","horasLon","minLon","segLon","diff_in_days","temp","tempMax","windVelocity","windGust"
7174,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Portela","41.1644444444444","-8.15611111111111","firepit",2015-07-18,22:10:00,2015-07-19,"2015-07-18",0,1,0,1,0.03,1,41,56,52,8,27,22,1,NA,NA,NA,NA
7175,"Entre Douro e Minho","Braga","Celorico de Basto","Ribas","41.1513888888889","-8.16277777777778","fire",2015-07-19,01:13:00,2015-07-19,"2015-07-19",0,1,0,1,1.5,1,41,27,5,8,1,46,0,NA,NA,NA,NA
7176,"Ribatejo e Oeste","Leiria","Bombarral","Carvalhal","39.1516666666667","-9.15916666666667","firepit",2015-07-19,01:21:00,2015-07-19,"2015-07-19",0,1,0,1,0.03,0,39,18,6,9,7,33,0,NA,NA,NA,NA
7177,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padreiro (Santa Cristina)","41.1516666666667","-8.15027777777778","firepit",2015-07-19,02:41:00,2015-07-19,"2015-07-19",0,1,0,1,0.01,1,41,49,6,8,29,1,0,19.3,26.9,7.7,32.4
7178,"Trás-os-Montes","Bragança","Alfândega da Fé","Gebelim","41.1561111111111","-6.16027777777778","firepit",2015-07-19,02:44:00,2015-07-19,"2015-07-19",0,1,0,1,0.14,1,41,26,22,6,55,37,0,18.7,23.6,5,28.8
7179,"Beira Litoral","Leiria","Leiria","Monte Redondo","39.1538888888889","-8.15638888888889","firepit",2015-07-19,02:48:00,2015-07-19,"2015-07-19",0,1,0,1,0.002,0,39,53,14,8,48,23,0,24.6,33.3,14.9,36
7180,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Macedo de Cavaleiros","41.1544444444444","-6.15861111111111","firepit",2015-07-19,02:55:00,2015-07-19,"2015-07-19",0,1,0,1,0.009,1,41,32,16,6,57,31,0,18.7,23.6,5,28.8
7181,"Beira Litoral","Leiria","Leiria","Monte Redondo","39.1652777777778","-8.15861111111111","firepit",2015-07-19,04:13:00,2015-07-19,"2015-07-19",0,1,0,1,0.005,0,39,52,55,8,48,31,0,24.6,33.3,14.9,36
7182,"Entre Douro e Minho","Braga","Vieira do Minho","Vieira do Minho","41.1547222222222","-8.15055555555556","fire",2015-07-19,07:04:00,2015-07-19,"2015-07-19",0.7,0.3,0,1,1,1,41,37,17,8,9,2,0,19.3,26.9,7.7,32.4
7183,"Trás-os-Montes","Vila Real","Vila Real","São Tomé do Castelo","41.16","-7.15805555555556","firepit",2015-07-19,09:14:00,2015-07-19,"2015-07-19",0,1,0,1,0.02,0,41,20,36,7,41,29,0,19.3,26.9,7.7,32.4
7184,"Entre Douro e Minho","Viseu","Cinfães","Fornelos","41.1530555555556","-8.15416666666667","firepit",2015-07-19,09:31:00,2015-07-19,"2015-07-19",0,1,0,1,0.05,1,41,1,11,8,13,15,0,NA,NA,NA,NA
7185,"Beira Litoral","Coimbra","Coimbra","Santo António dos Olivais","40.1661111111111","-8.15388888888889","agriculture",2015-07-19,09:52:00,2015-07-19,"2015-07-19",0,0,1,0,0.001,0,40,10,58,8,25,14,0,20.3,27.3,7.1,32.4
7186,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Rio Cabrão","41.1588888888889","-8.15972222222222","firepit",2015-07-19,10:33:00,2015-07-19,"2015-07-19",0,1,0,1,0.02,1,41,48,32,8,30,35,0,NA,NA,NA,NA
7187,"Entre Douro e Minho","Braga","Braga","Pedralva","0.159444444444444","-0.155277777777778","firepit",2015-07-19,11:59:00,2015-07-19,"2015-07-19",0,1,0,1,0.03,0,0,41,34,0,8,19,0,23.6,28.3,7.2,21.6
7188,"Entre Douro e Minho","Porto","Marco de Canaveses","Várzea Ovelha e Aliviada","41.1558333333333","-8.15583333333333","firepit",2015-07-19,12:59:00,2015-07-19,"2015-07-19",0,1,0,1,0.05,0,41,12,21,8,5,21,0,NA,NA,NA,NA
7189,"Entre Douro e Minho","Braga","Celorico de Basto","Rego","41.155","-8.15055555555556","fire",2015-07-19,13:34:00,2015-07-19,"2015-07-19",0,1,0,1,2.2,0,41,26,18,8,4,2,0,19.3,26.9,7.7,32.4
7190,"Beira Litoral","Aveiro","Ovar","Esmoriz","40.1619444444444","-8.15444444444445","agriculture",2015-07-19,13:34:00,2015-07-19,"2015-07-19",0,0,1,0,0.005,0,40,57,43,8,38,16,0,20.3,27.3,7.1,32.4
7191,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Salvador","41.1563888888889","-7.16222222222222","firepit",2015-07-19,13:36:00,2015-07-19,"2015-07-19",0,1,0,1,0.05,1,41,31,23,7,49,44,0,19.3,26.9,7.7,32.4
7192,"Trás-os-Montes","Viseu","Lamego","Magueija","41.1547222222222","-7.15472222222222","fire",2015-07-19,14:41:00,2015-07-19,"2015-07-19",0,1,0,1,2,0,41,3,17,7,53,17,0,19.3,26.9,7.7,32.4
7193,"Beira Litoral","Aveiro","Ílhavo","São Salvador","40.1544444444444","-8.16194444444444","firepit",2015-07-19,14:42:00,2015-07-19,"2015-07-19",1,0,0,1,0.1077,1,40,34,16,8,39,43,0,20.3,27.3,7.1,32.4
7194,"Entre Douro e Minho","Viseu","Cinfães","São Cristóvão de Nogueira","41.1622222222222","-8.15805555555556","fire",2015-07-19,15:14:00,2015-07-19,"2015-07-19",0,1,0,1,3,1,41,3,44,8,8,29,0,NA,NA,NA,NA
7195,"Beira Interior","Guarda","Guarda","Arrifana","0.159166666666667","-0.152777777777778","fire",2015-07-19,15:14:00,2015-07-19,"2015-07-19",1,0,0,1,2,0,0,40,33,0,7,10,0,23.6,28.3,7.2,21.6
7196,"Beira Litoral","Leiria","Leiria","Monte Redondo","39.1652777777778","-8.15861111111111","firepit",2015-07-19,15:15:00,2015-07-19,"2015-07-19",0,1,0,1,0.07,0,39,52,55,8,48,31,0,24.6,33.3,14.9,36
7197,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Salvador","41.1533333333333","-7.1525","firepit",2015-07-19,15:37:00,2015-07-19,"2015-07-19",1,0,0,1,0.5,1,41,31,12,7,49,9,0,19.3,26.9,7.7,32.4
7198,"Entre Douro e Minho","Braga","Fafe","Serafão","41.1511111111111","-8.15111111111111","firepit",2015-07-19,16:21:00,2015-07-19,"2015-07-19",0,1,0,1,0.01,0,41,32,4,8,12,4,0,NA,NA,NA,NA
7199,"Entre Douro e Minho","Braga","Vieira do Minho","Parada do Bouro","41.1580555555556","-8.155","firepit",2015-07-19,16:30:00,2015-07-19,"2015-07-19",0,1,0,1,0.2,1,41,38,29,8,14,18,0,NA,NA,NA,NA
7200,"Beira Litoral","Aveiro","Aveiro","Requeixo","40.1580555555556","-8.16333333333333","firepit",2015-07-19,17:46:00,2015-07-19,"2015-07-19",1,0,0,1,0.4579,1,40,35,29,8,31,48,0,20.3,27.3,7.1,32.4
7201,"Entre Douro e Minho","Porto","Marco de Canaveses","Soalhães","41.1530555555556","-8.15805555555556","firepit",2015-07-19,18:00:00,2015-07-19,"2015-07-19",0,1,0,1,0.3,1,41,8,11,8,6,29,0,NA,NA,NA,NA
7202,"Ribatejo e Oeste","Leiria","Alcobaça","Turquel","39.1591666666667","-8.15333333333333","agriculture",2015-07-19,18:04:00,2015-07-19,"2015-07-19",0,0,1,0,1e-04,0,39,29,33,8,58,12,0,24.6,33.3,14.9,36
7203,"Beira Litoral","Aveiro","Estarreja","Avanca","40.1586111111111","-8.1525","firepit",2015-07-19,18:15:00,2015-07-19,"2015-07-19",0,1,0,1,0.0545,1,40,48,31,8,36,9,0,20.3,27.3,7.1,32.4
7204,"Beira Litoral","Viseu","São Pedro do Sul","Sul","40.1577777777778","-8.15083333333333","fire",2015-07-19,18:28:00,2015-07-20,"2015-07-19",0.5,0.5,0,1,4,1,40,50,28,8,3,3,1,20.3,27.3,7.1,32.4
7205,"Ribatejo e Oeste","Setúbal","Sesimbra","Quinta do Conde","38.1611111111111","-9.16277777777778","firepit",2015-07-19,18:35:00,2015-07-19,"2015-07-19",0,1,0,1,0.0116,0,38,34,40,9,2,46,0,20.5,26.6,NA,NA
7206,"Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41.1552777777778","-8.15083333333333","fire",2015-07-19,19:07:00,2015-07-19,"2015-07-19",0,1,0,1,1.2,0,41,4,19,8,10,3,0,19.3,26.9,7.7,32.4
7207,"Entre Douro e Minho","Porto","Amarante","Fregim","41.1658333333333","-8.15944444444444","agriculture",2015-07-19,20:30:00,2015-07-19,"2015-07-19",0,0,1,0,0.25,1,41,16,57,8,7,34,0,NA,NA,NA,NA
7208,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Sabadim","41.1588888888889","-8.15","firepit",2015-07-19,20:58:00,2015-07-19,"2015-07-19",1,0,0,1,0.2,0,41,54,32,8,27,0,0,19.3,26.9,7.7,32.4
7209,"Trás-os-Montes","Vila Real","Chaves","Vilela Seca","41.1583333333333","-7.15","firepit",2015-07-19,21:27:00,2015-07-19,"2015-07-19",1,0,0,1,0.01,0,41,48,30,7,27,0,0,19.3,26.9,7.7,32.4
7210,"Entre Douro e Minho","Porto","Penafiel","Cabeça Santa","41.1655555555556","-8.16277777777778","firepit",2015-07-19,21:40:00,2015-07-19,"2015-07-19",0,1,0,1,0.05,0,41,7,56,8,16,46,0,NA,NA,NA,NA
7211,"Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41.1625","-8.15083333333333","firepit",2015-07-19,22:18:00,2015-07-19,"2015-07-19",0,1,0,1,0.01,0,41,2,45,8,10,3,0,19.3,26.9,7.7,32.4
7212,"Entre Douro e Minho","Porto","Felgueiras","Pinheiro","41.1533333333333","-8.15305555555556","firepit",2015-07-19,22:39:00,2015-07-19,"2015-07-19",0,1,0,1,0.05,0,41,22,12,8,9,11,0,NA,NA,NA,NA
7213,"Entre Douro e Minho","Braga","Celorico de Basto","Caçarilhe","41.1644444444444","-8.1525","firepit",2015-07-19,23:08:00,2015-07-20,"2015-07-19",0,1,0,1,0.02,1,41,24,52,8,3,9,1,19.3,26.9,7.7,32.4
7214,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Gandra","41.16","-8.15444444444445","firepit",2015-07-19,23:26:00,2015-07-20,"2015-07-19",0,1,0,1,0.05,1,41,46,36,8,29,16,1,NA,NA,NA,NA
7215,"Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41.165","-8.15555555555556","firepit",2015-07-19,23:50:00,2015-07-20,"2015-07-19",0,1,0,1,0.002,0,41,1,54,8,10,20,1,NA,NA,NA,NA
7216,"Entre Douro e Minho","Porto","Penafiel","Cabeça Santa","41.1547222222222","-8.15472222222222","firepit",2015-07-20,00:10:00,2015-07-20,"2015-07-20",0,1,0,1,0.001,0,41,8,17,8,17,17,0,NA,NA,NA,NA
7217,"Ribatejo e Oeste","Santarém","Abrantes","São Vicente","0.1575","-0.153055555555556","firepit",2015-07-20,00:42:00,2015-07-20,"2015-07-20",0,1,0,1,0.006,0,0,39,27,0,8,11,0,24.2,27.1,7.7,32.4
7218,"Ribatejo e Oeste","Santarém","Santarém","São Vicente do Paul","39.1597222222222","-8.16333333333333","agriculture",2015-07-20,00:45:00,2015-07-20,"2015-07-20",0,0,1,0,0.4767,1,39,22,35,8,36,48,0,25.3,33.8,14.9,39.6
7219,"Entre Douro e Minho","Braga","Barcelos","Lijó","41.1538888888889","-8.15916666666667","agriculture",2015-07-20,01:11:00,2015-07-20,"2015-07-20",0,0,1,0,0.015,0,41,34,14,8,36,33,0,NA,NA,NA,NA
7220,"Entre Douro e Minho","Porto","Marco de Canaveses","Várzea Ovelha e Aliviada","41.1605555555556","-8.16527777777778","firepit",2015-07-20,01:18:00,2015-07-20,"2015-07-20",0,1,0,1,0.02,0,41,11,38,8,4,55,0,NA,NA,NA,NA
7221,"Trás-os-Montes","Bragança","Alfândega da Fé","Sendim da Ribeira","41.1605555555556","-6.15194444444445","firepit",2015-07-20,01:34:00,2015-07-20,"2015-07-20",0,1,0,1,0.11,1,41,18,38,6,55,7,0,20.4,25.7,4.1,28.8
7222,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Salvador","41.1552777777778","-7.165","firepit",2015-07-20,01:46:00,2015-07-20,"2015-07-20",0,1,0,1,0.1,0,41,31,19,7,49,54,0,21.2,28.4,6.9,32.4
7223,"Entre Douro e Minho","Porto","Lousada","Macieira","41.1586111111111","-8.16555555555556","agriculture",2015-07-20,03:26:00,2015-07-20,"2015-07-20",0,0,1,0,0.01,0,41,17,31,8,14,56,0,NA,NA,NA,NA
7224,"Beira Litoral","Aveiro","Estarreja","Veiros","40.1505555555556","-8.16611111111111","firepit",2015-07-20,04:07:00,2015-07-20,"2015-07-20",0,1,0,1,0.091,1,40,45,2,8,36,58,0,21.9,28.4,8.3,32.4
7225,"Entre Douro e Minho","Viana do Castelo","Caminha","Azevedo","41.1638888888889","-8.16277777777778","firepit",2015-07-20,06:07:00,2015-07-20,"2015-07-20",0,1,0,1,0.06,1,41,50,50,8,48,46,0,NA,NA,NA,NA
7226,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Fonte Arcada","41.165","-8.16583333333333","firepit",2015-07-20,06:57:00,2015-07-20,"2015-07-20",0,1,0,1,0.03,0,41,34,54,8,13,57,0,NA,NA,NA,NA
7227,"Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41.1658333333333","-8.15444444444445","firepit",2015-07-20,08:21:00,2015-07-20,"2015-07-20",0,1,0,1,0.2,1,41,3,57,8,9,16,0,NA,NA,NA,NA
7228,"Beira Interior","Guarda","Seia","São Romão","40.1575","-7.15888888888889","firepit",2015-07-20,10:31:00,2015-07-20,"2015-07-20",0,1,0,1,0.5,0,40,23,27,7,40,32,0,25.4,34,9.8,32.4
7229,"Trás-os-Montes","Bragança","Mirandela","Vale de Gouvinhas","41.1636111111111","-7.16472222222222","firepit",2015-07-20,11:09:00,2015-07-20,"2015-07-20",0,1,0,1,0.004,0,41,37,49,7,11,53,0,21.2,28.4,6.9,32.4
7230,"Beira Interior","Guarda","Celorico da Beira","Baraçal","40.1569444444444","-7.15583333333333","agric_burn",2015-07-20,11:19:00,2015-07-20,"2015-07-20",0,1,0,1,0.01,0,40,40,25,7,19,21,0,25.4,34,9.8,32.4
7231,"Trás-os-Montes","Vila Real","Valpaços","Fornos do Pinhal","41.1663888888889","-7.16138888888889","fire",2015-07-20,11:35:00,2015-07-20,"2015-07-20",0,1,0,1,1.5,1,41,38,59,7,15,41,0,21.2,28.4,6.9,32.4
7232,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Perre","41.1508333333333","-8.15888888888889","agriculture",2015-07-20,11:47:00,2015-07-20,"2015-07-20",0,0,1,0,0.02,1,41,43,3,8,47,32,0,NA,NA,NA,NA
7233,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Bucos","41.1658333333333","-8.16361111111111","firepit",2015-07-20,12:19:00,2015-07-20,"2015-07-20",0,1,0,1,0.03,0,41,34,57,8,1,49,0,NA,NA,NA,NA
7234,"Beira Litoral","Coimbra","Coimbra","Castelo Viegas","40.1616666666667","-8.15527777777778","fire",2015-07-20,12:25:00,2015-07-20,"2015-07-20",1,0,0,1,3,1,40,10,42,8,24,19,0,21.9,28.4,8.3,32.4
7235,"Entre Douro e Minho","Porto","Felgueiras","Borba de Godim","41.1583333333333","-8.16166666666667","fire",2015-07-20,13:09:00,2015-07-20,"2015-07-20",1,0,0,1,2,0,41,19,30,8,8,42,0,NA,NA,NA,NA
7236,"Beira Litoral","Coimbra","Lousã","Lousã","40.1611111111111","-8.16083333333333","agriculture",2015-07-20,13:14:00,2015-07-20,"2015-07-20",0,0,1,0,0.55,0,40,7,40,8,16,39,0,21.9,28.4,8.3,32.4
7237,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Paçô","41.1627777777778","-8.15166666666667","firepit",2015-07-20,13:28:00,2015-07-20,"2015-07-20",0,1,0,1,0.03,1,41,48,46,8,25,6,0,21.2,28.4,6.9,32.4
7238,"Entre Douro e Minho","Viana do Castelo","Monção","Merufe","41.1655555555556","-8.15888888888889","firepit",2015-07-20,13:34:00,2015-07-20,"2015-07-20",0,1,0,1,0.15,0,41,58,56,8,22,32,0,NA,NA,NA,NA
7239,"Trás-os-Montes","Vila Real","Boticas","Alturas do Barroso","41.1577777777778","-7.16111111111111","firepit",2015-07-20,14:01:00,2015-07-20,"2015-07-20",0,1,0,1,0.5,1,41,42,28,7,47,40,0,21.2,28.4,6.9,32.4
7240,"Beira Litoral","Viseu","Oliveira de Frades","Arca","40.1577777777778","-8.15388888888889","firepit",2015-07-20,14:18:00,2015-07-20,"2015-07-20",0,1,0,1,0.04,0,40,37,28,8,13,14,0,21.9,28.4,8.3,32.4
7241,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Gandra","41.16","-8.15444444444445","firepit",2015-07-20,14:21:00,2015-07-20,"2015-07-20",1,0,0,1,0.02,0,41,46,36,8,29,16,0,NA,NA,NA,NA
7242,"Beira Litoral","Leiria","Pedrógão Grande","Pedrógão Grande","39.1627777777778","-8.15333333333333","firepit",2015-07-20,14:30:00,2015-07-20,"2015-07-20",0,1,0,1,1e-04,0,39,56,46,8,10,12,0,25.3,33.8,14.9,39.6
7243,"Entre Douro e Minho","Porto","Maia","Avioso (São Pedro)","41.1575","-8.15555555555556","firepit",2015-07-20,14:42:00,2015-07-20,"2015-07-20",0,1,0,1,0.04,0,41,16,27,8,37,20,0,NA,NA,NA,NA
7244,"Trás-os-Montes","Vila Real","Montalegre","Gralhas","41.1558333333333","-7.16527777777778","fire",2015-07-20,14:50:00,2015-07-20,"2015-07-20",0,1,0,1,1,1,41,51,21,7,41,55,0,21.2,28.4,6.9,32.4
7245,"Ribatejo e Oeste","Santarém","Abrantes","Mouriscas","39.1508333333333","-8.15972222222222","firepit",2015-07-20,14:59:00,2015-07-20,"2015-07-20",0.659521846661171,0.340478153338829,0,1,0.6065,1,39,29,3,8,4,35,0,25.3,33.8,14.9,39.6
7246,"Beira Interior","Castelo Branco","Vila Velha De Ródão","Sarnadas de Rodão","39.1655555555556","-7.16","fire",2015-07-20,15:23:00,2015-07-20,"2015-07-20",0.9375,0.0625,0,1,1.28,0,39,42,56,7,37,36,0,24.4,32.2,13.5,NA
7247,"Entre Douro e Minho","Braga","Fafe","Ardegão","41.1627777777778","-8.1575","fire",2015-07-20,15:47:00,2015-07-20,"2015-07-20",0.8,0.2,0,1,2.5,1,41,23,46,8,7,27,0,NA,NA,NA,NA
7248,"Entre Douro e Minho","Viseu","Cinfães","São Cristóvão de Nogueira","41.1541666666667","-8.15555555555556","firepit",2015-07-20,15:51:00,2015-07-20,"2015-07-20",0,1,0,1,0.01,0,41,3,15,8,8,20,0,NA,NA,NA,NA
7249,"Beira Interior","Castelo Branco","Idanha-a-Nova","São Miguel de Acha","40.1522222222222","-7.16416666666667","firepit",2015-07-20,16:27:00,2015-07-20,"2015-07-20",1,0,0,1,0.3813,1,40,2,8,7,19,51,0,25.4,34,9.8,32.4
7250,"Entre Douro e Minho","Porto","Maia","Milheirós","41.1561111111111","-8.16166666666667","firepit",2015-07-20,16:34:00,2015-07-20,"2015-07-20",0,1,0,1,0.2,0,41,13,22,8,35,42,0,NA,NA,NA,NA
7251,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Azias (Santa Maria)","41.1641666666667","-8.16083333333333","firepit",2015-07-20,16:55:00,2015-07-20,"2015-07-20",0,1,0,1,0.05,1,41,46,51,8,21,39,0,NA,NA,NA,NA
7252,"Entre Douro e Minho","Braga","Vieira do Minho","Parada do Bouro","41.1580555555556","-8.155","firepit",2015-07-20,17:33:00,2015-07-20,"2015-07-20",0.333333333333333,0.666666666666667,0,1,0.03,0,41,38,29,8,14,18,0,NA,NA,NA,NA
7253,"Trás-os-Montes","Vila Real","Montalegre","Cabril","41.1547222222222","-8.16416666666667","firepit",2015-07-20,17:53:00,2015-07-20,"2015-07-20",0,1,0,1,0.5,0,41,45,17,8,2,51,0,NA,NA,NA,NA
7254,"Beira Litoral","Coimbra","Figueira da Foz","Marinha das Ondas","40.1561111111111","-8.1575","firepit",2015-07-20,18:17:00,2015-07-20,"2015-07-20",0.25,0.75,0,1,0.4,1,40,2,22,8,50,27,0,21.9,28.4,8.3,32.4
7255,"Entre Douro e Minho","Porto","Lousada","Boim","41.1513888888889","-8.16111111111111","firepit",2015-07-20,18:34:00,2015-07-20,"2015-07-20",0,1,0,1,0.02,0,41,15,5,8,16,40,0,NA,NA,NA,NA
7256,"Beira Litoral","Coimbra","Figueira da Foz","Paião","40.1538888888889","-8.15111111111111","firepit",2015-07-20,18:40:00,2015-07-20,"2015-07-20",0,1,0,1,0.01,0,40,4,14,8,48,4,0,21.9,28.4,8.3,32.4
7257,"Entre Douro e Minho","Viseu","Cinfães","Fornelos","41.1530555555556","-8.15416666666667","fire",2015-07-20,19:18:00,2015-07-21,"2015-07-20",0.265895953757225,0.734104046242775,0,1,1.73,1,41,1,11,8,13,15,1,NA,NA,NA,NA
7258,"Entre Douro e Minho","Porto","Maia","Águas Santas","41.1577777777778","-8.15583333333333","firepit",2015-07-20,20:10:00,2015-07-20,"2015-07-20",0,1,0,1,0.05,0,41,12,28,8,35,21,0,NA,NA,NA,NA
7259,"Trás-os-Montes","Bragança","Torre de Moncorvo","Torre de Moncorvo","41.1602777777778","-7.16194444444444","firepit",2015-07-20,20:10:00,2015-07-21,"2015-07-20",0,1,0,1,0.37,1,41,9,37,7,6,43,1,21.2,28.4,6.9,32.4
7260,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Sabadim","41.1588888888889","-8.15","firepit",2015-07-20,20:17:00,2015-07-20,"2015-07-20",1,0,0,1,0.1,0,41,54,32,8,27,0,0,21.2,28.4,6.9,32.4
7261,"Algarve","Faro","Lagoa","Porches","0.152222222222222","-8.15055555555556","agriculture",2015-07-20,20:47:00,2015-07-20,"2015-07-20",0,0,1,0,0.001,0,0,37,8,8,24,2,0,23.3,26.9,4.2,21.6
7262,"Beira Litoral","Aveiro","Espinho","Espinho","41.1588888888889","-8.16555555555556","agriculture",2015-07-20,20:58:00,2015-07-20,"2015-07-20",0,0,1,0,0.005,0,41,0,32,8,38,56,0,NA,NA,NA,NA
7263,"Entre Douro e Minho","Viseu","Cinfães","Fornelos","41.1622222222222","-8.16027777777778","firepit",2015-07-20,21:29:00,2015-07-21,"2015-07-20",0,1,0,1,0.01,0,41,1,44,8,12,37,1,NA,NA,NA,NA
7264,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41.1611111111111","-8.15694444444444","agric_burn",2015-07-20,22:09:00,2015-07-20,"2015-07-20",0,1,0,1,0.1,0,41,58,40,8,35,25,0,NA,NA,NA,NA
7265,"Trás-os-Montes","Vila Real","Valpaços","Fornos do Pinhal","41.1663888888889","-7.16138888888889","firepit",2015-07-20,22:20:00,2015-07-21,"2015-07-20",0,1,0,1,0.001,0,41,38,59,7,15,41,NA,21.2,28.4,6.9,32.4
7266,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41.1572222222222","-8.16","agric_burn",2015-07-20,22:43:00,2015-07-21,"2015-07-20",0,1,0,1,0.1,0,41,58,26,8,36,36,1,NA,NA,NA,NA
7267,"Beira Litoral","Leiria","Pombal","Pombal","39.1652777777778","-8.15638888888889","firepit",2015-07-20,23:31:00,2015-07-21,"2015-07-20",0.666666666666667,0.333333333333333,0,1,0.06,1,39,53,55,8,39,23,1,25.3,33.8,14.9,39.6
7268,"Entre Douro e Minho","Braga","Barcelos","Quintiães","41.1516666666667","-8.15555555555556","fire",2015-07-21,00:49:00,2015-07-21,"2015-07-21",1,0,0,1,1.52,1,41,32,6,8,37,20,0,NA,NA,NA,NA
7269,"Entre Douro e Minho","Viana do Castelo","Melgaço","Fiães","42.1613888888889","-8.1525","agric_burn",2015-07-21,00:52:00,2015-07-21,"2015-07-21",0,1,0,1,0.07,0,42,5,41,8,12,9,0,20.3,25,5.1,32.4
7270,"Entre Douro e Minho","Porto","Baião","Valadares","41.16","-7.1525","firepit",2015-07-21,04:26:00,2015-07-21,"2015-07-21",0,1,0,1,0.05,1,41,8,36,7,58,9,0,23.5,32.7,6.2,32.4
7271,"Trás-os-Montes","Bragança","Mirandela","Torre de Dona Chama","41.1530555555556","-7.16166666666667","firepit",2015-07-21,05:05:00,2015-07-21,"2015-07-21",0,1,0,1,0.05,0,41,39,11,7,8,42,0,23.5,32.7,6.2,32.4
7272,"Entre Douro e Minho","Braga","Terras de Bouro","Carvalheira","41.1652777777778","-8.15","fire",2015-07-21,06:44:00,2015-07-21,"2015-07-21",0.5,0.5,0,1,1,1,41,44,55,8,14,0,0,23.5,32.7,6.2,32.4
7273,"Entre Douro e Minho","Braga","Terras de Bouro","Carvalheira","41.1652777777778","-8.15","firepit",2015-07-21,07:33:00,2015-07-21,"2015-07-21",1,0,0,1,0.5,1,41,44,55,8,14,0,0,23.5,32.7,6.2,32.4
7274,"Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41.1658333333333","-8.15444444444445","fire",2015-07-21,09:33:00,2015-07-21,"2015-07-21",0,1,0,1,1,0,41,3,57,8,9,16,0,NA,NA,NA,NA
7275,"Beira Interior","Guarda","Guarda","Adão","40.1563888888889","-7.15416666666667","firepit",2015-07-21,10:12:00,2015-07-21,"2015-07-21",0,1,0,1,0.5,1,40,28,23,7,10,15,0,26.6,35.6,9.8,36
7276,"Ribatejo e Oeste","Santarém","Salvaterra de Magos","Granho","39.1513888888889","-8.15472222222222","firepit",2015-07-21,10:18:00,2015-07-21,"2015-07-21",0.317566677093439,0.682433322906561,0,1,0.629789,0,39,6,5,8,38,17,0,26.4,35.6,15.8,32.4
7277,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Cendufe","41.1641666666667","-8.16166666666667","firepit",2015-07-21,11:15:00,2015-07-21,"2015-07-21",0,1,0,1,0.01,0,41,48,51,8,29,42,0,NA,NA,NA,NA
7278,"Ribatejo e Oeste","Lisboa","Mafra","Venda do Pinheiro","38.1647222222222","-9.15777777777778","firepit",2015-07-21,13:38:00,2015-07-21,"2015-07-21",0,1,0,1,0.284,0,38,55,53,9,13,28,0,20.7,25.2,21.1,NA
7279,"Algarve","Faro","Silves","Algoz","0.1525","-0.155","agriculture",2015-07-21,13:38:00,2015-07-21,"2015-07-21",0,0,1,0,0.051,0,0,37,9,0,8,18,0,25.3,28.3,27.9,57.6
7280,"Entre Douro e Minho","Porto","Felgueiras","Varziela","41.1633333333333","-8.16472222222222","agriculture",2015-07-21,13:45:00,2015-07-21,"2015-07-21",0,0,1,0,0.1,0,41,20,48,8,12,53,0,NA,NA,NA,NA
7281,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Carvoeiro","41.1538888888889","-8.15666666666667","firepit",2015-07-21,13:47:00,2015-07-21,"2015-07-21",0,1,0,1,0.02,1,41,39,14,8,40,24,0,NA,NA,NA,NA
